id_Artigo,DescArtigo,Dimensao,StockAtual,Tipo
150,APOTHEOSES,41,96,Flex
151,SUBMITTAL,42,118,Flex
152,BACKPLANES,43,224,Flex
153,EDIBILITY,44,90,Flex
154,ALIENLY,45,102,Flex
155,OVERELABORATE,46,70,Flex
156,PHOTOGS,47,39,Flex
157,DISENCHANTMENT,48,28,Flex
160,CRAWLERS,36,0,Flex
161,APPARENCY,37,0,Flex
162,BEANSTALK,38,0,Flex
163,SPHEROIDALLY,39,0,Flex
164,PROTECTOR,40,0,Flex
165,CULLING,41,0,Flex
166,BISTERED,42,0,Flex
167,PRINCIPALSHIP,43,0,Flex
168,BUTTONHOLER,44,0,Flex
169,RELIANTLY,45,0,Flex
170,MURMURED,46,0,Flex
171,ENCHANTMENTS,47,0,Flex
172,TELEPHONED,MIGRACAO,0,Flex
173,UNRESTORED,35,0,Flex
174,UNPROMISING,36,0,Flex
175,EMPIRICALLY,37,0,Flex
176,REPROCESSES,38,0,Flex
177,DEPARTMENTALIZES,39,0,Flex
178,PRONATOR,40,0,Flex
179,CONVENTIONALITY,41,0,Flex
180,UNWHOLESOMENESS,42,0,Flex
181,RURALITIES,43,0,Flex
182,DUPLE,44,0,Flex
183,VIZIRS,45,0,Flex
184,IRRITANTS,46,0,Flex
185,DETERMINATIONS,47,0,Flex
186,MICROFICHES,48,0,Flex
187,WEAKENER,49,0,Flex
188,DANCEABILITY,50,0,Flex
189,LOWLIGHTS,51,0,Flex
190,BATHLESS,52,0,Flex
191,ALIMENTATIVE,MIGRACAO,0,Flex
194,UNLEVELING,37,0,Flex
195,PIKERS,38,0,Flex
196,STEVEDORED,39,0,Flex
197,PRIMROSE,40,0,Flex
198,WIRED,41,0,Flex
199,LIMBERER,42,0,Flex
200,FOOTGEARS,43,0,Flex
201,TETHER,44,0,Flex
202,INARTICULABLE,45,0,Flex
203,SPATTERS,46,0,Flex
204,COMBUSTIVELY,47,0,Flex
205,SANDWICHING,48,0,Flex
206,VIVIFIED,MIGRACAO,0,Flex
207,CALCAREOUSLY,35,0,Flex
208,FJORDS,36,0,Flex
209,RIBBER,37,0,Flex
210,SWORDLIKE,38,0,Flex
211,IDYLLIST,39,0,Flex
212,NONADDICTING,40,0,Flex
213,THRILLINGLY,41,0,Flex
214,SERENES,42,0,Flex
215,INOCULATIONS,43,0,Flex
216,SEICENTO,44,0,Flex
217,BRASHER,45,0,Flex
218,GUARANTEER,46,0,Flex
219,ISSUE,47,0,Flex
220,PROFORMA,48,0,Flex
221,BRUTED,49,0,Flex
222,KNOWILY,50,0,Flex
223,PATTIES,51,0,Flex
224,POTASHES,52,0,Flex
225,MINTIER,MIGRACAO,0,Flex
227,PERMUTING,39,0,Foam
228,ACCOUTRING,40,0,Foam
229,FARADIZE,41,0,Foam
230,INTELLECTUALISM,42,0,Foam
231,BAFFLEMENTS,43,0,Foam
232,DIESELIZES,44,0,Foam
233,CRINKLE,45,0,Foam
234,SUBDISCIPLINES,46,0,Foam
235,BEAKLIKE,47,0,Foam
237,INTERMEDIACY,39,-1,Foam
238,SOCIOMETRIC,40,1,Foam
239,PYRHELIOMETRIC,41,17,Foam
240,DRAINAGE,42,17,Foam
241,IDEALOGY,43,6,Foam
242,PREACKNOWLEDGMENT,44,5,Foam
243,JUICELESS,45,0,Foam
244,PETALS,46,25,Foam
245,POTHOUSES,47,6,Foam
246,JIGSAW,48,6,Foam
249,MARLIER,37,0,Flex
250,SUPPLEMENTATION,38,0,Flex
251,RETINAS,39,0,Flex
252,EXOERGIC,40,0,Flex
253,MITOGENETIC,41,0,Flex
254,SNICKING,42,0,Flex
255,DESKMEN,43,0,Flex
256,IMPERSONATED,44,0,Flex
257,SLEEKIT,45,0,Flex
258,COMPLEXITY,46,0,Flex
259,PHARISEE,47,0,Flex
261,GALILEO,39,0,Flex
262,BUNGLINGLY,40,0,Flex
263,ADULATED,41,0,Flex
264,FAINTER,42,0,Flex
265,SLICKS,43,0,Flex
266,COOLNESS,44,0,Flex
267,GUILLEMOT,46,0,Flex
268,ARBITRATING,47,0,Flex
269,REDRILL,35,0,Flex
270,BRAVE,36,0,Flex
271,FRACTURE,37,0,Flex
272,EPIGRAPHER,38,0,Flex
273,PSYCHOACTIVE,39,0,Flex
274,CRYPTOGRAPHER,40,0,Flex
275,EARNESTS,41,0,Flex
276,INTRAVENOUSLY,42,0,Flex
277,ACROLITHS,43,0,Flex
278,WINZE,44,0,Flex
279,ZOOMED,45,0,Flex
280,BELLYBUTTON,46,0,Flex
281,UNSATISFYING,47,0,Flex
282,COLLECTIVIZED,48,0,Flex
283,MACROGAMETE,49,0,Flex
284,IRKSOME,50,0,Flex
285,RARITY,51,0,Flex
286,SANITIZE,52,0,Flex
287,RACQUETS,MIGRACAO,0,Flex
289,PEPPIER,39,13,Foam
290,POOLHALL,40,24,Foam
291,MISCAST,41,65,Foam
292,ENDEMICITY,42,103,Foam
293,CORSETING,43,188,Foam
294,OUTSTATION,44,123,Foam
295,TRICHINOSIS,45,127,Foam
296,EXTINGUISHED,46,110,Foam
297,POACHIEST,47,38,Foam
298,COARCTATE,48,24,Foam
300,LEGATION,39,2,Flex
301,BISYLLABIC,40,27,Flex
302,PROPOSITUS,41,27,Flex
303,RUMINA,42,46,Flex
304,HYPOTHESI,43,50,Flex
305,MICROGRAMME,44,81,Flex
306,JACKET,45,30,Flex
307,PATRONLY,46,8,Flex
308,FRUITAGES,47,12,Flex
310,SEMIQUAVER,39,0,Flex
311,HYPOTHALAMIC,40,0,Flex
312,SOMITE,41,0,Flex
313,COMPOSES,42,0,Flex
314,NATATORY,43,0,Flex
315,CLANGOURED,44,0,Flex
316,CRACKY,45,0,Flex
317,PARACHUTED,46,0,Flex
318,NITRATION,47,0,Flex
320,ARBORICULTURIST,37,0,Flex
321,LIKELY,38,0,Flex
322,WISHES,39,0,Flex
323,IMPULSIVENESS,40,0,Flex
324,BAGGINESS,41,0,Flex
325,NONDISCRIMINATORY,42,0,Flex
326,AWAKENS,43,0,Flex
327,BRONCHO,44,0,Flex
328,BLOWFISH,45,0,Flex
329,EPISCOPATES,46,0,Flex
330,VARIEGATING,47,0,Flex
332,SUMMATIONS,39,0,Flex
333,CONCEIVED,40,0,Flex
334,METONYMY,41,0,Flex
335,WOLDS,42,0,Flex
336,ELECTROPHYSIOLOGIST,43,0,Flex
337,HOUSESITTING,44,0,Flex
338,BLUESMAN,45,0,Flex
339,UNARY,46,0,Flex
340,DISTILLABLE,47,0,Flex
342,GIDDY,39,0,Flex
343,STEWARDESS,40,0,Flex
344,STRAWIER,41,0,Flex
345,DISMOUNTING,42,0,Flex
346,REFLECTIONS,43,0,Flex
347,CALLOUS,44,0,Flex
348,PETITIONERS,45,0,Flex
349,INVOLUTIONARY,46,0,Flex
350,REIMPOSES,47,0,Flex
352,BLABBY,39,58,Flex
353,MOTLEYER,40,119,Flex
354,SENORITA,41,202,Flex
355,WRISTBANDS,42,295,Flex
356,BOSKAGES,43,206,Flex
357,DRIVELLING,44,119,Flex
358,QUINQUENNIUM,45,63,Flex
359,STRENGTHENERS,46,3,Flex
360,KLUTZIER,47,0,Flex
362,MIMESIS,36,0,Flex
363,AUTHENTICATE,37,0,Flex
364,OPPROBRIOUSLY,38,0,Flex
365,WHALING,39,0,Flex
366,MYTHOLOGIST,40,0,Flex
367,POLLOI,41,0,Flex
368,PLANNED,42,0,Flex
370,TEACHERAGE,36,0,Flex
371,SHARD,37,0,Flex
372,METAMORPHOSED,38,0,Flex
373,PILGRIM,39,0,Flex
374,GLOWING,40,0,Flex
375,TOILSOME,41,0,Flex
376,CELLOS,42,0,Flex
378,OBSCURANTIC,39,9,Foam
379,SOUTHPAWS,40,19,Foam
380,SUBOFFICES,41,27,Foam
381,UNORGANIZABLE,42,37,Foam
382,LAUNDRESS,43,45,Foam
383,PISTOLING,44,28,Foam
384,NONASSERTIVE,45,21,Foam
385,EFFACING,46,21,Foam
386,REDRAFT,47,9,Foam
388,HEALING,39,0,Flex
389,MILKS,40,0,Flex
390,TOILETTES,41,0,Flex
391,ADVERBS,42,0,Flex
392,RECLAIMED,43,0,Flex
393,DISSIMILATING,44,0,Flex
394,JUSTIFICATORY,45,0,Flex
395,TOMMIES,46,0,Flex
396,PAYOLA,47,0,Flex
398,DOGIE,39,30,Foam
399,SUPPORTERS,40,56,Foam
400,QUADRIPLEGIA,41,93,Foam
401,BASHED,42,220,Foam
402,LANGUOROUSLY,43,131,Foam
403,BANDING,44,118,Foam
404,NORTHEASTWARD,45,40,Foam
405,UNDESIRABLY,46,64,Foam
406,CONSTERNATED,47,38,Foam
407,INVENTION,48,24,Foam
409,THAUMATURGIST,39,5,Foam
410,SYLPHID,40,0,Foam
411,UNLEVELED,41,70,Foam
412,PROTREPTIC,42,16,Foam
413,TAXIPLANE,43,103,Foam
414,WORKMEN,44,131,Foam
415,METICULOUS,45,4,Foam
416,TAXES,46,3,Foam
417,THIRSTING,47,4,Foam
418,LOCULE,48,1,Foam
420,ELABORATE,36,-2,Foam
421,DISMISSAL,37,-2,Foam
422,ECTOTHERMIC,38,-2,Foam
423,CAMISE,39,8,Foam
424,PRETEND,40,23,Foam
425,SWARTHINESS,41,29,Foam
426,BIFIDITY,42,111,Foam
427,EMBRYOS,43,65,Foam
428,CONVENTIONALLY,44,95,Foam
429,KERPLUNK,45,12,Foam
430,ENDOSPOROUS,46,26,Foam
431,SQUAB,47,24,Foam
432,TOWPATHS,48,9,Foam
434,CEDES,39,9,Foam
435,SEQUENTIAL,40,9,Foam
436,LAPAROTOMIES,41,19,Foam
437,IDIOSYNCRATICALLY,42,46,Foam
438,BATHOSES,43,75,Foam
439,PHONIER,44,77,Foam
440,BOOTJACK,45,19,Foam
441,EFFECTUATE,46,70,Foam
442,CASELOAD,47,24,Foam
443,MAGISTRATURE,48,4,Foam
445,UPPISH,39,5,Flex
446,FORESTAYS,40,8,Flex
447,STARETS,41,14,Flex
448,DOUGHFACE,42,17,Flex
449,UNHARVESTED,43,22,Flex
450,ALLEVIATIVE,44,16,Flex
451,REPAYS,45,8,Flex
452,SNORTED,46,7,Flex
453,UNDERLAID,47,5,Flex
454,OUTBACK,48,2,Flex
457,GLADIOLA,38,0,Foam
458,HOLEABLE,39,0,Foam
459,RECOILS,40,0,Foam
460,SUITCASE,41,0,Foam
461,TORMENT,42,0,Foam
462,ELECTROANALYTICAL,43,0,Foam
463,RELIES,44,0,Foam
464,PALEOMAGNETICS,45,0,Foam
465,APIUM,46,0,Foam
466,APPLICATORS,47,0,Foam
467,VELVETY,MIGRACAO,0,Foam
468,RISHI,39,0,Foam
469,DECIPHERED,40,0,Foam
470,ASSURORS,41,0,Foam
471,KINETOSCOPE,42,0,Foam
472,SPECIATION,43,0,Foam
473,SUPERS,44,0,Foam
474,DESOLATELY,45,0,Foam
475,ABNORMALIZE,46,0,Foam
476,CARBONIZABLES,47,0,Foam
477,SCAMMONIES,MIGRACAO,0,Foam
479,REDISTRICTS,39,-2,Foam
480,MISAPPREHENSIONS,40,-3,Foam
481,DISSYMMETRIC,41,-4,Foam
482,ALIENERS,42,-5,Foam
483,DISCOMPOSE,43,-5,Foam
484,INTERFEROMETERS,44,-5,Foam
485,MULTITUDE,45,-5,Foam
486,AHOLD,46,-4,Foam
487,VIRTUOSAS,47,-3,Foam
488,CAUDLE,48,-2,Foam
490,WELTINGS,39,0,Flex
491,CAMPERSHIP,40,0,Flex
492,AGAPEIC,41,0,Flex
493,GLUTS,42,0,Flex
494,SEDGE,43,0,Flex
495,CROUCHES,44,0,Flex
496,YOGURTS,45,0,Flex
497,HOPSACKS,46,0,Flex
498,TIMBRELS,47,0,Flex
500,TROUSSEAU,36,38,Flex
501,GROTESQUERY,37,53,Flex
502,BLACKJACKING,38,43,Flex
503,ARITY,39,36,Flex
504,THORIANITE,40,53,Flex
505,NECTARIZES,41,8,Flex
506,TRENDED,42,4,Flex
508,RECAPITALIZING,39,0,Flex
509,OSCILLOGRAPHICALLY,40,0,Flex
510,FLUORIMETRIC,41,0,Flex
511,ANTIFUNGAL,42,13,Flex
512,TRADED,43,1,Flex
513,PSCHENTS,44,0,Flex
514,CONVENTIONALISM,45,15,Flex
515,PANDERIZES,46,0,Flex
516,TELLABLE,47,0,Flex
517,ANGLIANS,48,0,Flex
519,AUTOTETRAPLOID,36,0,Flex
520,ALIENISTS,37,0,Flex
521,BEAUTIFIERS,38,0,Flex
522,STEREOSCOPICALLY,39,0,Flex
523,BASALLY,40,0,Flex
524,DETRACTOR,41,0,Flex
525,UNDISTINGUISHED,42,0,Flex
526,IOSOLA,43,0,Flex
527,KALIPH,44,0,Flex
528,BIOPOLYMERS,45,0,Flex
529,ANIMATOR,46,0,Flex
530,ACCENTUALLY,47,0,Flex
532,TAPROOT,39,12,Foam
533,STAIRWELLS,40,39,Foam
534,SINGEING,41,65,Foam
535,COMMUNISM,42,66,Foam
536,COMPATABILITY,43,73,Foam
537,WALTZED,44,33,Foam
538,GELATINES,45,21,Foam
539,TETANIZES,46,7,Foam
540,PIXIES,47,2,Foam
542,DYSPHONIC,35,0,Flex
543,MITRAL,36,44,Flex
544,GHOSTWRITE,37,31,Flex
545,UNREMITTINGLY,38,61,Flex
546,DEFAMER,39,82,Flex
547,FORSAKEN,40,22,Flex
548,CORRECTIVENESS,41,29,Flex
549,CONFLICTED,42,21,Flex
551,VICENNIAL,36,0,Foam
552,CAMPING,37,0,Foam
553,STEWARDED,38,-5,Foam
554,OWNER,39,0,Foam
555,STRUDEL,40,10,Foam
556,MISHMOSH,41,24,Foam
557,AIMERS,42,37,Foam
558,SOPHISTIC,43,36,Foam
559,UPHOLD,44,8,Foam
560,BURLAP,45,37,Foam
561,INWROUGHT,46,19,Foam
562,TACKER,47,11,Foam
563,PROLUSIONS,48,0,Foam
566,COMMUNICATING,39,0,Foam
567,BEEFWOOD,40,0,Foam
568,TERTIARIES,41,0,Foam
569,AGATE,42,0,Foam
570,INTREATING,43,0,Foam
571,TRADESCANTIA,44,0,Foam
572,PROTOCOLIZATION,45,0,Foam
573,HORSESHOERS,46,0,Foam
574,IMPALES,47,0,Foam
575,UPPERMOST,35,0,Foam
576,SMELLIEST,36,0,Foam
577,EXORDIAL,37,0,Foam
578,REDECORATOR,38,0,Foam
579,ENLIGHTENING,39,0,Foam
580,REINJURING,40,0,Foam
581,CAMBIA,41,0,Foam
582,ENDOGAMY,42,0,Foam
583,TRITIATED,43,0,Foam
584,REEXAMINING,44,0,Foam
585,APARTMENTAL,45,0,Foam
586,PAIRWISE,46,0,Foam
587,ANTIWAR,47,0,Foam
588,DETRIBALIZED,48,0,Foam
589,UPHEAVED,49,0,Foam
590,PESTIFEROUSNESS,50,0,Foam
591,CIRCUMVALLATED,51,0,Foam
592,COMMANDERY,52,0,Foam
595,CRISP,39,0,Flex
596,CRUSTINESS,40,0,Flex
597,ORDONNANCE,41,0,Flex
598,UNTENABLE,42,0,Flex
599,RIVING,43,0,Flex
600,SETZB,44,0,Flex
601,CHOREMEN,45,0,Flex
602,ISINGLASS,46,0,Flex
603,CONCRESCENT,47,0,Flex
604,RELAXANTS,39,0,Flex
605,ILLUSORY,40,0,Flex
606,EQUILIBRIST,41,0,Flex
607,REENTERING,42,0,Flex
608,INCAUTION,43,0,Flex
609,POISONERS,44,0,Flex
610,AOUAD,45,0,Flex
611,DIMETHYLGLYOXIME,46,0,Flex
612,FACILITATOR,47,0,Flex
615,WRACKS,39,0,Flex
616,CONGESTED,40,0,Flex
617,UTENSILS,41,0,Flex
618,VANQUISHABLE,42,0,Flex
619,MUKLUK,43,0,Flex
620,ABATOR,44,0,Flex
621,CATALYST,45,0,Flex
622,STROBOSCOPE,46,0,Flex
623,UNCOMMENTED,47,0,Flex
624,HEMORRHAGES,MIGRACAO,0,Flex
625,EXPLANATORILY,38,0,Flex
626,REWARMS,39,0,Flex
627,ENTOURAGES,40,0,Flex
628,PERIODONTIST,41,0,Flex
629,DEPROGRAMMINGS,42,0,Flex
630,SALACIOUSNESS,43,0,Flex
631,DENIGRATOR,44,0,Flex
632,GARAGEMAN,45,0,Flex
633,VENTUROUS,46,0,Flex
634,LURINGLY,47,0,Flex
635,OFFEREE,48,0,Flex
638,CRANES,36,0,Flex
639,EXTOLMENT,37,0,Flex
640,ROILING,38,0,Flex
641,THROMBIN,39,0,Flex
642,PATERNALISM,40,0,Flex
643,OCTAGONALLY,41,0,Flex
644,TUCKAHOE,42,0,Flex
645,HIRAGANAS,43,0,Flex
646,STOCKPOT,44,0,Flex
647,PERIODIZE,45,0,Flex
648,COMPLICITY,46,0,Flex
649,SENSITIVELY,47,0,Flex
650,ALMANDINE,MIGRACAO,0,Flex
651,DISCLAIMERS,35,0,Flex
652,PESTICIDES,36,0,Flex
653,HUMILIATINGLY,37,0,Flex
654,RITUALIZE,38,0,Flex
655,PRECIPITINOGENIC,39,0,Flex
656,EXCRETED,40,0,Flex
657,METRONOMICALLY,41,0,Flex
658,SELENOGRAPHERS,42,0,Flex
659,INCONSIDERABLY,43,0,Flex
660,PRICKY,44,0,Flex
661,ABUSIVENESS,45,0,Flex
662,BOGEYMAN,46,0,Flex
663,CUPREOUS,47,0,Flex
664,THOUING,48,0,Flex
665,SOUFFLES,49,0,Flex
666,THERMS,50,0,Flex
667,FULLTERM,51,0,Flex
668,APPERCEPTIVE,52,0,Flex
669,POLYSYLLABLE,MIGRACAO,0,Flex
671,AWAKENED,36,0,Foam
672,SCARVES,37,0,Foam
673,POTHOLDER,38,0,Foam
674,SIMPLIFICATION,39,0,Foam
675,BUTYRACEOUS,40,0,Foam
676,MASQUERADERS,41,0,Foam
677,EASTER,42,0,Foam
678,ADRENALINE,43,0,Foam
679,WROTH,44,0,Foam
680,KELPING,45,0,Foam
681,CAPITALLY,46,0,Foam
682,CARBONYL,47,0,Foam
684,CUSTARDS,39,40,Flex
685,METAPHONIZES,40,80,Flex
686,OUTFIELDERS,41,65,Flex
687,UNPACKERS,42,30,Flex
688,DEJECTS,43,40,Flex
689,STEMMIER,44,4,Flex
690,ENURETIC,45,31,Flex
691,CHRONOGRAM,46,31,Flex
692,FORMERLY,47,9,Flex
694,PHOTOSPHERIC,39,0,Flex
695,RIFYING,40,0,Flex
696,SINUATRIAL,41,0,Flex
697,IMPETRATING,42,0,Flex
698,QUALIFIES,43,0,Flex
699,BREVETS,44,0,Flex
700,MANUALLY,45,0,Flex
701,MACARONI,46,0,Flex
702,OPHTHALMOSCOPES,47,0,Flex
704,ISOTROPIC,39,0,Foam
705,VERMOUTH,40,0,Foam
706,LAMPS,41,0,Foam
707,VITRIOLIZATION,42,0,Foam
708,PAGINATED,43,0,Foam
709,PILOTING,44,0,Foam
710,CLUTCH,45,0,Foam
711,ANONYMOUS,46,0,Foam
712,MATERIALITY,47,0,Foam
713,SERFAGE,48,0,Foam
714,VAULTS,MIGRACAO,0,Foam
716,TETANIZED,38,0,Flex
717,DISTRESSFUL,39,0,Flex
718,YUMMIER,40,0,Flex
719,GRIMINESS,41,0,Flex
720,DESIGNED,42,0,Flex
721,UNMONOPOLIZING,43,0,Flex
722,CATNAP,44,0,Flex
723,DARINGLY,45,0,Flex
724,GREATENS,46,0,Flex
725,COWPOXES,47,0,Flex
727,ABLATION,39,0,Foam
728,ALPHA,40,0,Foam
729,ATTAIN,41,0,Foam
730,FEATHERERS,42,0,Foam
731,BONITA,43,0,Foam
732,NOTORIETIES,44,0,Foam
733,TRIMETER,45,0,Foam
734,LOCALIZABLE,46,0,Foam
735,VERGERS,47,0,Foam
736,MISEMPLOYMENT,MIGRACAO,0,Foam
738,HIBERNATES,36,0,Foam
739,DINNERWARE,37,0,Foam
740,ASTERISKLESS,38,0,Foam
741,PENICILLATION,39,0,Foam
742,FRINGE,40,0,Foam
743,OBSERVATIONS,41,0,Foam
744,PUBLISHERS,42,0,Foam
745,DOLTISHLY,43,0,Foam
746,PHONOGRAMS,44,0,Foam
747,MUMMIFY,45,0,Foam
748,SLINKING,46,0,Foam
749,BIOTICS,47,0,Foam
751,MUTAFACIENT,36,0,Flex
752,IMPROPERNESS,37,0,Flex
753,FLAVORLESSES,38,0,Flex
754,TATTLE,39,0,Flex
755,NITERS,40,0,Flex
756,GRUNTS,41,0,Flex
757,HARNESSING,42,0,Flex
758,CITIZENIZE,43,0,Flex
759,EARTHLINGS,44,0,Flex
760,DISENAMORS,45,0,Flex
761,LADYFINGERS,46,0,Flex
762,UNSAVED,47,0,Flex
764,FLUOROPHOSPHATE,36,0,Flex
765,BABUSHKAS,37,0,Flex
766,JURALLY,38,0,Flex
767,OVERINFLATED,39,0,Flex
768,EVOLUTIONARY,40,0,Flex
769,YESTERDAYS,41,0,Flex
770,AIREDALE,42,0,Flex
771,EMULSIN,43,0,Flex
772,SUNDOWNS,44,0,Flex
773,SAPLINGS,45,0,Flex
774,FIREHOUSES,46,0,Flex
775,PACIFICATION,47,0,Flex
777,MULATTOES,39,0,Flex
778,METASTABILITY,40,0,Flex
779,CAMPOREE,41,0,Flex
780,NECKWEARS,42,0,Flex
781,CONTACT,43,0,Flex
782,CUBICALLY,44,0,Flex
783,UNIVERSALIZER,45,0,Flex
784,CRAMPS,46,0,Flex
785,SALESCLERKS,47,0,Flex
786,PRODIGIOUSLY,48,0,Flex
788,ANYBODIES,39,0,Flex
789,UNBAR,40,0,Flex
790,OUTPACED,41,0,Flex
791,COASTGUARD,42,0,Flex
792,KHATS,43,0,Flex
793,CAVORTERS,44,0,Flex
794,WRITTEN,45,0,Flex
795,OCTOPODOUS,46,0,Flex
796,PRODIGALS,47,0,Flex
798,DOGNAPPING,39,0,Flex
799,PERIMYSIUM,40,0,Flex
800,SHORTLIFFE,41,0,Flex
801,ANOMALISTIC,42,0,Flex
802,DRAGOMEN,43,0,Flex
803,SMOGGIEST,44,0,Flex
804,BANTAMIZES,45,0,Flex
805,ORBICULATE,46,0,Flex
806,RACIALISM,47,0,Flex
808,ABUSE,39,0,Flex
809,ELEGANTER,40,0,Flex
810,VALIANTS,41,0,Flex
811,SPILLERS,42,0,Flex
812,SUPPOSITIVELY,43,0,Flex
813,ANECDOTIC,44,0,Flex
814,RECATORY,45,0,Flex
815,BARRISTERS,46,0,Flex
816,EMBLAZONMENT,47,0,Flex
818,GRAFTAGE,39,17,Flex
819,NONGOVERNMENTAL,40,19,Flex
820,HEIGHTH,41,48,Flex
821,DECELERATE,42,73,Flex
822,NIGGLINGLY,43,84,Flex
823,GRIME,44,53,Flex
824,HUNDREDFOLD,45,27,Flex
825,SWOTTING,46,22,Flex
826,SOILLESS,47,6,Flex
827,REPARATORY,48,-2,Flex
829,RETINULA,39,10,Flex
830,UNDERBIDS,40,14,Flex
831,SOVKHOZES,41,14,Flex
832,EXECRATION,42,30,Flex
833,TOILED,43,38,Flex
